/* DATA DESCRIPTION:
Citation:	Martínez‐García, Alfredo; Rosell-Melé, Antoni; Jaccard, Samuel L; Geibert, Walter; Sigman, Daniel M; Haug, Gerald H (2011): (Fig. 2, 3) Iron and dust accumulation rates of ODP Site 177-1090 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.767458, 
	In supplement to: Martínez‐García, A et al. (2011): Southern Ocean dust-climate coupling over the past four million years. Nature, 476(7360), 312-316, https://doi.org/10.1038/nature10310
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -42.913617 * LONGITUDE: 8.899817
	DATE/TIME START: 1997-12-25T00:00:00 * DATE/TIME END: 1997-12-25T00:00:00
	MINIMUM ELEVATION: -3701.6 m * MAXIMUM ELEVATION: -3701.6 m
Event(s):	177-1090 * LATITUDE: -42.913617 * LONGITUDE: 8.899817 * DATE/TIME: 1997-12-25T00:00:00 * ELEVATION: -3701.6 m * Penetration: 936.4 m * Recovery: 874.9 m * LOCATION: South Atlantic Ocean * CAMPAIGN: Leg177 (URI: https://doi.org/10.2973/odp.proc.ir.177.1999) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 101 cores; 936.4 m cored; 0 m drilled; 93.4% recovery
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate, iron per year [mg/m**2/a] (Acc rate Fe) * PI: Martínez‐García, Alfredo * METHOD/DEVICE: Calculated
	Accumulation rate, dust [g/cm**2/ka] (DMAR) * PI: Martínez‐García, Alfredo * METHOD/DEVICE: Calculated * COMMENT: 0.3% Ti
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	12330 data points
*/
Age [ka BP]	Acc rate Fe [mg/m**2/a]	DMAR [g/cm**2/ka]
1597.80	59.57	1.90
1598.75	62.26	1.84
1599.69	65.98	1.90
1600.62	67.19	2.06
1601.57	70.09	2.11
1602.50	68.76	1.94
1603.44	66.97	1.84
1604.37	71.89	2.09
1605.32	68.03	1.99
1606.26	68.64	1.91
1607.19	62.19	1.68
1608.14	68.28	2.04
1609.07	64.44	1.91
1610.01	65.60	1.78
1610.95	60.80	1.71
1611.89	65.54	1.88
1612.83	62.02	1.80
1613.76	65.46	1.78
1614.71	62.77	1.82
1615.64	56.97	1.62
1616.58	63.66	1.83
1617.52	63.98	1.83
1618.46	80.45	2.26
1619.40	76.67	2.11
1620.33	70.02	1.83
1621.28	61.37	1.74
1622.21	59.40	1.73
1623.15	55.64	1.57
1624.09	57.54	1.64
1625.03	56.08	1.62
1625.97	57.56	1.53
1626.91	56.32	1.80
1627.85	59.01	1.86
1628.78	60.59	1.71
1629.72	64.94	2.02
1630.67	59.57	1.78
1631.60	65.01	2.11
1632.54	61.19	1.88
1633.48	62.91	1.91
1634.42	66.12	1.87
1635.35	76.24	2.35
1636.29	88.95	2.69
1637.24	88.20	2.66
1638.17	94.99	2.75
1639.11	114.41	3.34
1640.05	102.91	2.99
1640.99	115.98	3.12
1641.92	113.35	3.26
1642.87	114.38	3.40
1643.81	127.43	3.69
1644.74	128.33	3.60
1645.68	113.71	3.51
1646.62	112.24	3.37
1647.56	103.66	3.06
1648.50	106.78	3.41
1649.44	107.23	3.41
1650.38	114.19	3.50
1651.31	120.75	3.78
1652.26	146.16	4.67
1653.19	144.89	4.44
1654.13	164.02	4.70
1655.07	144.43	4.26
1656.01	105.02	3.34
1656.95	112.17	3.63
1657.88	152.78	3.93
1658.83	145.28	3.72
1659.76	119.98	3.42
1660.70	108.27	2.94
1661.64	113.33	3.21
1662.57	119.74	3.50
1663.47	123.17	3.70
1664.37	112.42	3.34
1665.28	110.17	3.39
1666.18	106.41	3.40
1667.08	121.67	3.64
1667.99	125.45	3.83
1668.89	124.57	3.79
1669.79	123.40	3.75
1670.69	93.28	2.67
1671.60	82.42	2.27
1672.50	79.86	2.46
1673.40	64.36	1.91
1674.31	76.41	2.26
1675.21	60.77	1.69
1676.11	59.61	1.85
1677.01	57.05	1.74
1677.92	62.18	1.65
1678.82	62.50	1.84
1679.72	63.07	1.85
1680.63	63.27	1.83
1681.53	68.12	2.05
1682.43	69.81	1.99
1683.34	70.19	2.06
1684.24	63.14	1.90
1685.14	69.13	2.04
1686.04	63.92	1.87
1686.95	71.20	2.10
1687.85	70.15	2.10
1688.75	67.22	2.08
1689.66	74.80	2.53
1690.56	79.12	2.61
1691.46	101.06	3.37
1692.37	103.39	3.34
1693.27	121.86	3.53
1694.17	145.62	4.31
1695.07	151.06	4.52
1695.98	147.68	4.51
1696.88	148.59	4.53
1697.78	121.96	3.69
1698.69	133.10	4.19
1699.59	170.77	5.11
1700.49	113.08	3.65
1701.39	110.82	3.31
1702.30	143.14	3.95
1703.20	134.01	3.95
1704.10	111.73	3.21
1705.01	104.41	3.06
1705.91	110.38	3.13
1706.81	115.74	3.59
1707.72	105.73	3.52
1708.62	90.01	2.65
1709.52	108.11	3.08
1710.42	98.43	2.86
1711.33	68.15	2.43
1712.23	73.65	2.23
1713.13	87.10	2.75
1714.04	74.51	2.54
1714.94	77.00	2.42
1715.84	79.05	2.39
1760.90	53.58	1.57
1762.19	58.46	1.82
1763.48	58.95	1.78
1764.78	65.00	1.91
1766.07	65.59	1.89
1767.36	64.67	1.86
1768.65	67.15	2.03
1769.95	68.65	2.03
1771.24	82.28	2.31
1772.53	84.53	2.55
1773.84	80.53	2.42
1789.35	100.26	2.69
1790.66	111.71	3.41
1791.87	179.34	5.30
1792.47	240.48	6.79
1793.08	193.51	5.55
1793.69	205.52	5.92
1794.30	213.24	6.35
1794.91	186.85	5.86
1795.52	203.56	6.41
1797.95	85.68	2.53
1798.55	86.94	2.57
1799.16	95.22	3.04
1799.77	130.78	3.88
1800.38	99.32	3.09
1800.99	95.92	3.00
1801.60	98.43	3.23
1802.20	118.77	3.59
1802.81	113.18	3.40
1803.42	101.69	3.00
1804.03	108.86	3.09
1804.64	119.40	3.43
1805.24	114.83	3.18
1805.85	128.38	3.46
1806.46	134.71	3.38
1807.07	136.15	3.62
1807.67	127.98	3.55
1808.28	112.59	2.87
1808.89	119.42	3.32
1809.50	124.74	3.34
1810.11	113.81	3.05
1810.72	120.38	3.22
1811.32	122.01	3.36
1811.93	122.67	3.03
1812.54	120.89	3.13
1813.15	121.12	3.31
1813.75	99.88	3.01
1814.37	104.40	2.99
1814.97	105.43	3.07
1815.58	100.08	2.93
1816.19	103.78	2.84
1816.80	102.50	2.79
1817.40	97.60	2.76
1818.02	100.70	2.73
1818.62	96.15	2.34
1819.23	93.13	2.74
1819.83	94.46	2.78
1820.45	93.21	2.45
1821.05	89.67	2.39
1821.66	100.17	2.64
1822.27	106.25	2.89
1822.88	106.72	2.97
1823.48	111.65	2.81
1824.09	115.42	3.00
1824.70	121.15	3.45
1825.31	114.91	3.11
1825.91	120.64	3.39
1826.53	129.47	3.94
1827.13	149.95	4.41
1827.74	154.78	4.25
1828.35	179.10	5.28
1828.96	183.22	5.30
1829.56	204.52	6.02
1830.17	196.31	5.58
1830.78	191.01	5.42
1831.39	193.03	5.39
1831.97	224.93	6.38
1832.55	225.47	6.39
1833.13	204.66	5.82
1833.71	213.95	5.99
1834.29	179.17	5.05
1866.67	126.33	3.70
1867.33	138.61	3.87
1867.98	137.44	4.02
1868.62	135.00	3.71
1869.28	148.41	4.28
1869.93	134.15	3.70
1870.58	145.63	4.03
1871.23	134.66	3.98
1871.88	123.56	3.70
1872.53	118.98	3.47
1873.19	122.81	3.37
1873.83	111.75	3.09
1874.48	111.76	3.31
1875.14	110.75	3.25
1875.79	106.36	2.93
1876.44	114.01	3.13
1877.09	134.92	3.70
1877.74	130.08	3.50
1878.39	132.62	3.42
1879.04	119.80	3.23
1879.69	121.07	3.38
1880.34	103.13	2.98
1881.00	100.17	2.85
1881.64	104.68	2.82
1882.30	102.23	2.70
1882.95	114.03	3.40
1883.60	95.56	2.77
1884.25	85.83	2.40
1884.90	90.60	2.41
1885.55	80.42	2.22
1886.20	90.89	2.69
1886.85	85.61	2.56
1887.50	90.47	2.42
1888.15	92.13	2.58
1888.81	89.94	2.60
1889.45	90.72	2.36
1890.11	97.41	3.01
1890.76	91.29	2.57
1891.41	91.23	2.35
1892.06	91.79	2.64
1892.71	89.45	2.48
1893.36	83.96	2.62
1894.01	83.82	2.39
1894.66	86.96	2.50
1895.31	81.33	2.15
1895.97	81.46	2.29
1896.62	82.23	2.59
1897.26	84.14	2.44
1897.92	83.46	2.40
1898.57	87.51	2.48
1899.22	91.14	2.78
1899.87	111.81	3.37
1900.52	99.66	2.62
1901.17	99.05	2.82
1901.83	109.06	3.07
1902.47	114.85	3.00
1903.12	104.84	2.73
1903.78	131.22	3.76
1904.43	129.79	3.49
1905.07	144.09	4.03
1905.73	160.48	4.19
1906.38	143.63	4.03
1907.03	164.19	4.01
1907.68	148.15	3.95
1908.33	154.51	4.56
1908.98	150.80	4.40
1909.64	158.16	4.60
1910.28	182.20	4.37
1910.93	172.66	4.51
1911.59	169.03	4.46
1912.24	166.83	4.48
1912.89	156.83	4.66
1913.54	156.36	4.32
1914.19	142.85	4.18
1914.84	136.13	3.90
1915.39	154.22	4.56
1915.87	154.37	4.36
1916.35	148.87	4.64
1916.83	176.32	4.92
1917.31	184.91	5.20
1917.79	186.08	4.97
1918.75	157.44	4.01
1919.23	140.73	3.82
1919.71	134.26	3.29
1920.19	130.54	3.67
1920.67	158.27	4.61
1921.15	159.24	4.23
1921.63	161.94	4.34
1922.11	181.04	5.12
1922.60	179.27	5.14
1923.07	164.60	4.65
1923.55	164.17	4.61
1924.03	173.60	4.86
1924.52	163.29	4.73
1924.99	191.49	5.48
1925.47	178.84	4.90
1925.96	185.89	5.02
1926.44	192.91	5.35
1926.91	184.15	5.39
1927.40	171.26	4.77
1927.88	156.64	4.25
1928.36	154.16	4.49
1928.83	154.87	4.58
1929.32	129.07	3.45
1929.80	129.89	3.40
1930.28	134.48	3.86
1930.76	123.17	3.29
1931.24	122.04	3.41
1931.72	118.41	3.39
1932.20	120.75	3.58
1932.68	116.40	3.16
1933.16	117.68	3.47
1933.64	117.37	3.28
1934.12	114.86	2.87
1934.60	104.48	2.86
1935.08	102.95	2.72
1935.56	102.83	2.85
1936.04	98.73	2.78
1936.52	95.53	2.71
1937.00	102.03	2.80
1937.48	97.74	2.85
1937.96	109.63	3.00
1938.44	101.21	2.84
1938.92	104.31	2.80
1939.40	117.81	3.49
1939.89	121.77	3.72
1940.36	118.74	3.19
1940.84	123.07	3.67
1941.33	119.13	2.92
1941.81	120.05	3.31
1942.28	122.14	3.56
1942.76	154.27	4.05
1943.25	151.03	4.25
1943.73	133.04	3.64
1944.20	132.51	3.70
1944.69	141.65	3.97
1945.17	137.01	3.91
1945.65	155.84	4.54
1946.13	162.56	4.56
1946.61	189.07	5.27
1947.09	204.54	5.89
1947.57	199.16	5.70
1948.05	206.65	6.19
1948.53	200.43	5.76
1949.03	186.52	5.59
1949.54	182.31	5.81
1950.03	176.99	5.36
1950.53	204.90	5.95
1951.08	201.67	6.10
1951.63	197.93	5.28
1952.18	166.55	4.24
1952.73	173.57	5.23
1953.27	195.68	5.70
1953.82	211.26	5.93
1954.36	208.44	6.14
1954.91	199.87	5.95
1955.46	166.15	4.87
1956.01	162.23	4.29
1956.55	180.35	4.55
1957.10	206.55	5.44
1957.65	161.92	4.36
1958.20	142.52	3.62
1958.74	149.17	3.88
1959.29	139.87	3.80
1959.84	130.36	3.76
1960.38	127.81	3.56
1960.93	134.11	3.75
1961.48	135.46	3.96
1962.03	133.39	3.37
1962.58	127.92	3.63
1963.13	126.24	3.63
1963.67	123.61	3.64
1964.22	137.51	3.86
1964.76	134.53	3.36
1965.31	115.32	3.27
1965.86	109.63	3.41
1966.41	99.72	2.89
1966.95	102.32	3.23
1967.50	96.51	3.28
1968.05	91.24	3.02
1968.60	91.74	2.76
1969.14	88.49	2.37
1969.69	88.33	2.60
1970.24	91.32	2.81
1970.78	85.45	2.65
1971.33	85.59	2.74
1971.88	81.18	2.43
1972.43	80.65	2.28
1972.98	76.10	2.47
1973.53	77.49	2.23
1974.07	78.09	2.31
1974.62	75.21	2.26
1975.16	74.63	2.18
1975.71	71.31	2.12
1976.26	70.31	1.84
1976.81	68.12	2.39
1977.35	74.68	2.24
1977.90	71.21	2.23
1978.45	72.05	2.36
1979.00	79.53	2.43
1979.54	81.15	2.25
1980.09	84.72	2.63
1980.64	81.02	2.41
1981.18	82.31	2.62
1981.73	78.95	2.05
1982.28	81.31	2.37
1982.83	93.31	2.56
1983.38	83.19	2.02
1983.93	87.28	2.67
1984.47	90.18	2.27
1985.02	91.20	2.24
1985.56	95.86	2.34
1986.11	104.67	2.38
1986.66	119.96	2.86
1987.21	117.28	3.15
1987.75	126.25	3.33
1988.30	151.99	4.30
1988.75	157.27	4.32
1989.19	157.61	3.74
1989.62	155.07	4.46
1990.06	171.34	4.53
1990.49	160.00	3.82
1990.92	159.27	4.51
1991.36	133.45	3.67
1991.79	153.24	4.24
1992.22	150.00	4.47
1992.66	166.97	4.74
1993.09	172.60	4.87
1993.53	192.38	5.94
1994.39	163.77	4.49
1994.83	193.86	5.52
1995.26	164.60	4.21
1995.69	160.98	3.90
1996.13	159.39	4.19
1996.56	165.50	5.00
1996.99	156.74	4.52
1997.43	134.95	3.56
1997.86	136.80	4.21
1998.30	142.34	3.89
2006.57	94.49	2.85
2006.99	104.92	2.99
2007.41	103.80	3.21
2007.84	113.18	3.20
2008.26	123.04	3.64
2008.68	127.45	3.43
2009.10	127.53	3.61
2009.53	126.12	3.87
2009.95	128.79	3.37
2010.37	126.95	3.39
2010.80	114.19	2.88
2011.22	105.69	2.90
2011.64	96.85	2.73
2012.06	96.29	2.55
2012.49	96.33	2.62
2012.91	89.07	2.78
2013.33	105.30	2.97
2013.75	105.23	3.03
2014.18	105.50	3.18
2014.60	99.80	2.82
2015.02	92.20	2.91
2015.44	87.69	2.76
2015.87	90.75	2.84
2016.29	86.76	2.52
2016.71	87.83	2.83
2017.13	85.69	2.40
2017.56	85.71	2.64
2017.98	89.63	2.90
2018.40	83.72	2.19
2018.82	89.08	2.71
2019.25	89.56	2.78
2019.67	86.28	2.29
2020.09	89.80	3.29
2020.51	90.49	2.94
2020.94	91.81	2.76
2021.36	93.02	2.24
2021.78	90.35	3.07
2022.20	97.21	2.92
2022.63	88.76	2.72
2023.05	88.21	2.48
2023.47	87.73	2.76
2023.89	86.25	2.78
2024.32	82.81	2.37
2024.74	89.06	2.28
2025.16	94.20	2.73
2025.58	95.28	2.54
2026.01	96.72	2.50
2026.43	89.45	2.52
2026.85	88.17	2.49
2027.27	95.37	2.41
2027.70	92.88	2.46
2028.12	93.29	2.77
2028.54	93.59	2.55
2028.96	96.87	2.55
2029.39	94.64	2.48
2029.81	95.96	2.44
2030.23	95.23	2.50
2030.65	90.32	2.67
2031.08	93.83	2.99
2084.16	68.99	1.83
2087.44	65.38	1.65
2090.67	67.49	1.85
2093.91	71.45	1.72
2097.13	70.13	1.62
2100.37	65.49	1.85
2100.76	67.77	1.67
2101.16	66.20	2.05
2101.55	62.56	1.62
2101.94	64.85	1.77
2102.34	61.02	1.73
2102.73	59.18	1.75
2103.13	60.85	1.71
2103.52	57.66	1.64
2103.91	57.96	1.46
2104.31	62.07	1.75
2104.70	57.68	1.54
2105.10	64.48	1.39
2105.49	62.51	1.87
2105.89	65.29	1.82
2106.28	66.33	1.81
2106.67	69.07	1.75
2107.07	64.04	1.68
2107.46	65.31	1.45
2107.86	66.35	1.51
2108.25	66.44	1.74
2108.64	70.40	1.89
2109.04	75.26	1.80
2109.43	74.72	1.95
2109.83	71.72	1.69
2110.22	67.52	1.79
2110.62	72.60	1.72
2111.01	70.88	1.77
2111.40	65.84	1.81
2111.80	64.38	1.49
2112.19	71.39	1.76
2112.59	71.48	1.77
2112.98	75.24	2.16
2113.38	70.10	1.82
2113.77	74.66	1.59
2114.16	67.48	1.54
2114.56	73.88	1.65
2114.96	77.95	1.89
2115.35	78.63	1.91
2122.82	53.68	1.37
2123.20	51.86	1.09
2123.60	55.85	1.55
2123.98	56.81	1.69
2124.37	59.35	1.65
2124.76	62.28	1.68
2125.15	65.72	2.16
2125.53	65.14	1.85
2125.93	68.11	2.03
2126.31	70.74	1.98
2126.70	63.76	1.64
2127.09	63.60	1.57
2127.48	64.30	1.65
2127.86	68.78	1.92
2128.25	61.03	1.46
2128.64	73.15	2.02
2129.03	71.51	1.94
2129.42	71.04	1.94
2129.80	73.02	2.17
2130.19	73.77	1.80
2130.58	76.04	2.08
2130.97	77.16	2.16
2131.35	83.10	2.00
2131.75	73.39	1.74
2132.13	83.70	2.26
2132.52	86.27	1.98
2132.91	81.89	2.06
2133.30	80.33	2.10
2133.68	81.91	2.28
2134.08	89.41	2.57
2134.46	90.82	2.27
2134.85	85.86	2.05
2135.24	86.78	2.01
2135.63	95.23	2.48
2136.01	86.23	2.40
2136.40	90.74	2.02
2136.79	91.92	2.21
2137.18	82.60	2.39
2137.57	69.33	1.74
2137.95	87.25	2.04
2138.34	82.83	2.15
2138.73	86.12	2.23
2139.12	96.25	2.19
2139.50	107.94	2.27
2139.90	103.60	2.69
2140.28	100.61	2.63
2140.67	91.46	2.46
2141.06	97.40	2.67
2141.45	104.33	2.93
2141.83	104.11	2.84
2142.22	92.86	2.53
2142.61	56.16	1.56
2143.39	72.91	2.21
2143.77	104.90	2.64
2144.16	93.65	2.43
2144.55	87.51	2.32
2144.94	91.54	2.34
2145.32	84.49	2.15
2145.72	96.82	2.49
2146.10	101.57	2.77
2146.49	98.99	2.78
2146.88	105.38	3.00
2147.27	97.05	2.61
2147.63	219.45	5.77
2147.83	188.98	4.80
2148.04	154.25	4.91
2148.24	134.80	3.90
2149.15	221.29	5.38
2149.58	198.33	5.54
2150.01	228.26	6.06
2150.43	200.85	4.34
2150.86	170.13	3.63
2151.29	213.67	5.39
2151.71	261.62	6.34
2152.14	236.20	6.09
2152.57	206.20	4.94
2152.99	178.99	4.57
2153.42	187.65	5.14
2153.85	238.63	6.62
2154.27	179.59	5.23
2154.70	191.26	5.62
2155.13	213.36	5.82
2155.56	243.09	7.35
2155.98	261.57	7.91
2156.41	263.54	7.82
2156.83	253.22	7.21
2157.26	270.20	7.64
2157.69	224.67	6.74
2158.12	193.24	6.07
2158.54	196.94	5.75
2158.97	212.19	5.25
2159.40	182.56	5.16
2159.82	185.70	5.64
2160.25	195.76	6.04
2160.68	218.98	5.71
2161.10	203.03	6.07
2161.53	196.82	5.67
2161.96	200.62	6.04
2162.38	196.52	5.73
2162.81	193.57	5.91
2163.24	190.68	5.49
2163.66	175.80	5.56
2164.09	166.57	4.83
2164.52	153.63	4.77
2164.95	148.54	4.54
2165.37	153.09	4.74
2165.80	151.78	4.35
2166.22	141.03	4.48
2166.65	139.84	4.54
2167.08	139.28	4.47
2167.51	134.04	4.07
2167.85	134.17	4.02
2168.19	131.23	4.19
2168.53	132.80	4.06
2168.88	128.53	4.03
2169.22	127.29	4.17
2169.56	126.00	4.38
2169.91	123.20	4.31
2170.25	126.36	3.96
2170.59	122.60	3.92
2170.93	125.41	4.28
2171.28	123.90	3.51
2171.62	126.73	4.09
2171.96	130.57	3.97
2172.30	126.09	3.96
2172.65	131.00	4.60
2172.99	132.78	3.89
2173.33	134.46	4.82
2173.68	137.96	4.33
2174.02	139.10	4.18
2174.36	142.18	4.26
2174.70	161.54	5.03
2175.05	162.83	5.00
2175.39	167.54	4.86
2175.73	179.38	5.24
2176.08	167.97	5.41
2176.42	156.96	4.76
2176.76	164.33	5.32
2177.10	159.36	5.14
2177.45	160.66	5.10
2177.79	161.53	4.95
2178.13	152.48	5.06
2183.96	160.33	5.75
2184.30	156.58	4.75
2184.64	144.29	4.88
2184.99	154.96	4.59
2185.33	151.51	4.89
2185.67	163.74	5.57
2186.02	147.38	5.52
2186.36	148.64	4.86
2186.70	146.32	5.01
2187.04	155.62	5.16
2187.39	156.89	5.38
2187.73	147.74	5.02
2188.07	151.57	4.70
2188.41	150.93	5.07
2188.76	153.43	4.97
2189.10	155.26	4.69
2189.44	151.61	4.69
2189.79	165.47	5.41
2190.13	150.94	5.53
2190.47	165.04	5.29
2190.81	177.05	5.77
2191.16	181.82	5.64
2191.50	84.52	2.73
2200.38	62.59	1.84
2201.34	63.30	2.03
2202.31	58.56	1.76
2203.28	57.72	1.74
2204.25	60.43	1.83
2205.22	58.42	1.74
2206.18	53.27	1.64
2207.15	53.57	1.73
2208.12	52.95	1.65
2209.08	50.64	1.67
2210.06	52.41	1.66
2211.02	53.39	1.79
2211.99	54.66	1.73
2212.96	51.52	1.68
2213.92	52.63	1.82
2214.89	51.32	1.66
2215.87	53.56	1.66
2216.83	54.00	1.83
2217.80	55.67	1.76
2218.76	56.95	1.75
2219.73	54.87	1.69
2220.70	56.02	1.58
2221.66	53.59	1.76
2222.64	54.17	1.76
2223.61	53.15	1.77
2224.57	55.55	1.70
2225.54	53.28	1.69
2226.97	55.36	1.76
2228.41	57.82	1.90
2229.84	56.50	1.65
2231.28	57.59	1.66
2232.71	59.71	1.74
2234.15	64.37	1.94
2235.58	63.10	1.66
2237.02	66.56	1.85
2238.44	62.67	1.86
2239.88	61.31	1.90
2295.10	158.73	4.64
2295.84	138.84	4.30
2296.57	131.88	4.20
2297.31	96.94	2.74
2298.05	70.71	2.27
2298.78	69.40	2.63
2299.52	71.32	2.07
2300.26	71.82	2.31
2300.99	75.23	2.50
2301.73	77.71	2.30
2302.47	75.14	2.47
2303.20	82.43	2.55
2303.94	80.28	2.58
2304.68	79.16	2.41
2305.41	78.05	2.17
2306.15	77.44	2.34
2306.89	79.48	2.65
2307.62	76.93	2.46
2308.36	74.52	2.59
2309.10	74.75	2.74
2309.83	75.55	2.53
2310.57	80.24	2.52
2311.31	77.92	2.45
2312.04	76.03	2.51
2312.78	77.52	2.44
2313.52	80.14	2.90
2314.25	80.09	2.50
2314.99	81.27	2.55
2315.73	83.00	2.68
2316.46	87.82	2.69
2317.20	88.99	2.60
2317.94	88.65	2.71
2318.67	90.73	2.80
2319.41	99.37	3.17
2320.15	92.93	2.83
2320.88	97.84	2.99
2321.62	100.63	2.93
2322.36	99.22	2.81
2323.09	113.01	3.34
2323.83	107.32	2.99
2324.57	106.32	3.01
2325.30	104.00	2.84
2325.97	101.33	2.74
2326.62	101.40	2.98
2327.28	104.97	2.99
2327.95	100.82	2.68
2328.60	95.02	2.83
2329.27	96.99	2.74
2329.93	96.88	2.86
2330.59	96.69	3.02
2331.25	95.62	2.84
2331.91	97.13	2.83
2332.57	99.17	2.98
2333.23	96.79	3.11
2333.89	98.23	2.66
2334.55	95.03	2.53
2335.21	91.60	2.86
2335.87	86.81	2.74
2336.53	83.72	2.39
2337.19	85.04	2.87
2337.85	83.60	2.73
2338.51	82.10	2.35
2339.17	81.45	2.56
2339.83	81.28	2.65
2340.49	79.83	2.28
2341.16	76.69	2.23
2341.81	71.81	2.20
2342.48	72.01	2.04
2343.14	73.38	2.18
2343.79	72.65	2.50
2344.46	66.81	2.06
2345.12	68.61	1.90
2345.78	65.49	2.08
2346.44	65.70	1.95
2347.10	64.17	2.03
2347.76	62.63	1.72
2348.42	60.02	2.09
2349.08	63.31	1.88
2349.74	66.48	1.94
2350.40	74.86	2.13
2351.06	76.92	2.15
2351.72	79.66	2.27
2352.38	83.63	2.45
2353.05	82.45	2.45
2353.70	78.22	2.32
2354.36	86.70	2.58
2355.02	81.75	2.32
2355.68	87.68	2.42
2356.35	85.18	2.47
2357.00	83.18	2.44
2357.67	89.44	2.53
2358.33	84.86	2.14
2358.98	80.30	2.41
2359.65	88.73	2.65
2391.66	86.23	2.64
2392.54	87.18	2.88
2393.43	91.92	2.94
2394.31	94.53	3.08
2395.20	92.99	3.17
2396.09	91.88	3.03
2396.97	92.18	3.01
2397.85	93.81	3.23
2398.74	81.27	2.77
2399.63	77.08	2.38
2400.52	77.74	2.35
2401.40	79.21	2.49
2402.28	87.91	2.64
2403.18	79.82	2.50
2404.06	82.25	2.59
2404.94	81.29	2.58
2405.83	80.08	2.33
2406.72	75.94	2.55
2407.61	90.20	2.70
2408.49	84.23	2.72
2409.37	89.47	2.78
2410.26	91.92	2.68
2411.15	95.99	2.92
2412.03	108.75	3.26
2412.92	109.59	3.23
2413.80	133.33	3.83
2414.70	136.91	3.74
2415.58	153.25	4.58
2416.46	165.13	4.78
2417.35	181.05	5.85
2418.24	167.81	5.37
2418.62	172.98	5.24
2419.01	170.82	5.29
2419.39	175.95	5.50
2419.77	143.45	4.57
2420.16	147.93	4.52
2420.54	157.30	4.90
2420.93	145.59	4.41
2421.32	147.49	4.74
2421.70	166.61	5.28
2422.08	134.43	4.25
2422.47	110.48	3.72
2422.85	105.21	3.44
2423.23	104.91	3.25
2423.62	120.61	3.67
2424.01	101.01	3.10
2424.39	96.02	2.94
2424.78	91.77	3.03
2425.16	87.32	2.73
2425.54	85.36	2.67
2425.93	93.11	2.79
2426.31	104.51	3.07
2426.70	89.70	2.62
2427.09	98.86	3.08
2427.47	99.73	3.13
2428.17	95.37	2.90
2428.88	97.73	3.00
2429.58	114.50	3.24
2430.30	108.81	3.18
2431.00	101.78	2.81
2431.71	99.67	2.97
2432.41	102.16	3.02
2433.12	105.21	3.07
2433.82	114.03	3.56
2434.53	115.72	3.27
2435.24	116.60	3.24
2435.95	102.66	3.17
2436.65	66.09	1.79
2437.72	69.98	1.83
2438.82	77.11	2.18
2439.92	80.70	2.12
2441.01	66.21	1.90
2442.12	59.93	1.62
2443.21	56.56	1.61
2444.31	61.23	1.56
2445.40	59.90	1.60
2446.50	67.58	1.91
2447.60	89.14	2.58
2448.69	95.11	2.59
2449.80	95.42	2.60
2450.89	102.95	3.07
2451.99	96.26	2.72
2453.08	83.49	2.58
2454.11	84.59	2.40
2455.13	89.50	2.59
2456.16	89.27	2.81
2457.18	92.71	2.81
2458.20	98.40	2.80
2459.23	98.52	2.86
2460.25	100.35	2.76
2461.28	100.01	2.73
2462.30	98.27	2.96
2463.32	99.42	2.99
2464.35	106.37	3.23
2465.37	99.81	3.39
2466.40	98.20	2.92
2467.42	98.20	2.70
2468.44	102.58	3.00
2469.47	90.72	2.66
2470.49	74.72	2.31
2471.52	70.82	2.11
2472.54	81.15	2.43
2473.56	78.90	2.31
2474.59	71.29	2.12
2475.61	71.38	2.13
2491.22	84.59	2.44
2492.05	81.62	2.18
2492.89	81.27	2.20
2493.71	85.53	2.46
2494.55	84.19	2.65
2495.37	92.92	2.89
2496.21	89.77	2.84
2497.03	88.33	2.58
2497.87	91.75	2.43
2498.70	93.89	2.75
2499.53	102.98	3.00
2500.36	104.36	3.16
2501.19	103.50	2.91
2502.02	100.42	2.83
2502.86	95.51	2.79
2503.68	96.18	2.86
2504.51	92.37	2.97
2505.34	93.03	2.97
2506.17	94.03	2.89
2507.01	85.73	2.76
2508.67	91.66	2.66
2509.49	95.17	2.80
2510.33	92.79	2.66
2511.15	94.14	2.66
2511.99	95.28	2.82
2512.82	105.93	2.98
2513.65	99.54	2.73
2514.48	110.93	3.38
2515.31	125.03	3.95
2516.14	102.83	2.83
2516.98	110.67	3.24
2517.80	135.21	4.16
2518.64	156.40	4.74
2519.46	153.55	4.96
2520.33	132.24	3.86
2521.20	120.94	3.74
2522.06	112.76	3.26
2522.93	87.47	2.25
2523.80	79.95	2.37
2524.66	72.05	2.25
2525.53	69.35	2.26
2526.40	67.36	1.90
2527.26	62.46	1.94
2528.12	67.59	2.13
2529.00	74.39	2.33
2529.86	94.81	2.84
2530.72	89.32	2.51
2531.60	93.86	2.99
2532.46	95.55	2.89
